Timepoint,Date,Tank,Temp,ImageID,Stick,StickID,Species,Position,FragID,Genotype,Reef,CoralID,Area,MeanGrey,CalibratedMeanGrey
0,11/01/2022,AR2,Hot,_1111835,6,AR2_6,P. lutea,4,PlutMartin4,Martin4,Martin,AR2_6_4,289.471,57.84,4.894
0,11/01/2022,AR2,Hot,_1111835,6,AR2_6,P. lutea,5,PlutArlington9,Arlington9,Arlington,AR2_6_5,334.546,44.245,5.401
0,11/01/2022,AR2,Hot,_1111835,6,AR2_6,P. lutea,6,PlutMartin36,Martin36,Martin,AR2_6_6,467.805,43.536,5.428
0,11/01/2022,AR2,Hot,_1111835,6,AR2_6,P. lutea,8,PlutWood14,Wood14,Wood,AR2_6_8,269.705,59.511,4.811
0,11/01/2022,AR2,Hot,_1111835,6,AR2_6,P. lutea,9,PlutPalms23,Palms23,Palms,AR2_6_9,223.97,60.033,4.79
0,11/01/2022,AR2,Hot,_1111835,6,AR2_6,P. lutea,10,PlutArlington6,Arlington6,Arlington,AR2_6_10,272.366,85.578,3.803
0,11/01/2022,AR2,Hot,_1111835,6,AR2_6,P. lutea,11,PlutArlington19,Arlington19,Arlington,AR2_6_11,295.575,66.286,4.549
0,11/01/2022,AR3,Hot,_1111845,1,AR3_1,A. hyacinthus,1,AhyaWood16,Wood16,Wood,AR3_1_1,230.368,100.993,3.091
0,11/01/2022,AR3,Hot,_1111845,1,AR3_1,A. hyacinthus,2,AhyaWood5A,Wood5A,Wood,AR3_1_2,207.989,90.377,3.514
0,11/01/2022,AR3,Hot,_1111845,1,AR3_1,A. hyacinthus,4,AhyaMartin3,Martin3,Martin,AR3_1_4,290.801,74.52,4.146
0,11/01/2022,AR3,Hot,_1111845,1,AR3_1,A. hyacinthus,5,AhyaWood17,Wood17,Wood,AR3_1_5,153.88,80.861,3.893
0,11/01/2022,AR3,Hot,_1111845,1,AR3_1,A. hyacinthus,6,AhyaPalms4,Palms4,Palms,AR3_1_6,230.368,73.827,4.173
0,11/01/2022,AR3,Hot,_1111845,1,AR3_1,A. hyacinthus,7,AhyaArlington6,Arlington6,Arlington,AR3_1_7,200.969,86.127,3.683
0,11/01/2022,AR3,Hot,_1111845,1,AR3_1,A. hyacinthus,8,AhyaPalms5,Palms5,Palms,AR3_1_8,205.157,66.983,4.446
0,11/01/2022,AR3,Hot,_1111845,1,AR3_1,A. hyacinthus,9,AhyaMartin13,Martin13,Martin,AR3_1_9,247.424,76.84,4.053
0,11/01/2022,AR3,Hot,_1111845,1,AR3_1,A. hyacinthus,11,AhyaDavies14,Davies14,Davies,AR3_1_11,216.657,76.767,4.056
0,11/01/2022,AR3,Hot,_1111847,2,AR3_2,P. lutea,1,PlutDavies10,Davies10,Davies,AR3_2_1,266.274,NA,4.143
0,11/01/2022,AR3,Hot,_1111847,2,AR3_2,P. lutea,2,PlutWood14,Wood14,Wood,AR3_2_2,294.354,NA,5.109
0,11/01/2022,AR3,Hot,_1111847,2,AR3_2,P. lutea,3,PlutPalms3,Palms3,Palms,AR3_2_3,194.584,NA,4.605
0,11/01/2022,AR3,Hot,_1111847,2,AR3_2,P. lutea,4,PlutArlington6,Arlington6,Arlington,AR3_2_4,270.73,NA,4.568
0,11/01/2022,AR3,Hot,_1111847,2,AR3_2,P. lutea,5,PlutArlington1,Arlington1,Arlington,AR3_2_5,171.497,NA,5.22
0,11/01/2022,AR3,Hot,_1111847,2,AR3_2,P. lutea,6,PlutDavies18,Davies18,Davies,AR3_2_6,273.941,NA,3.296
0,11/01/2022,AR3,Hot,_1111847,2,AR3_2,P. lutea,7,PlutDavies3,Davies3,Davies,AR3_2_7,213.178,NA,3.185
0,11/01/2022,AR3,Hot,_1111847,2,AR3_2,P. lutea,8,PlutDavies9,Davies9,Davies,AR3_2_8,322.386,NA,4.67
0,11/01/2022,AR3,Hot,_1111847,2,AR3_2,P. lutea,9,PlutMartin19,Martin19,Martin,AR3_2_9,281.401,NA,5.228
0,11/01/2022,AR3,Hot,_1111847,2,AR3_2,P. lutea,10,PlutArlington9,Arlington9,Arlington,AR3_2_10,375.518,NA,4.16
0,11/01/2022,AR3,Hot,_1111847,2,AR3_2,P. lutea,11,PlutWood29,Wood29,Wood,AR3_2_11,137.666,NA,4.059
0,11/01/2022,AR3,Hot,_1111848,3,AR3_3,A. hyacinthus,1,AhyaArlington11,Arlington11,Arlington,AR3_3_1,281.303,NA,4.833
0,11/01/2022,AR3,Hot,_1111848,3,AR3_3,A. hyacinthus,2,AhyaDavies15,Davies15,Davies,AR3_3_2,271.304,NA,4.621
0,11/01/2022,AR3,Hot,_1111848,3,AR3_3,A. hyacinthus,4,AhyaWood8,Wood8,Wood,AR3_3_4,161.083,NA,3.956
0,11/01/2022,AR3,Hot,_1111848,3,AR3_3,A. hyacinthus,6,AhyaPalms10,Palms10,Palms,AR3_3_6,143.075,NA,3.975
0,11/01/2022,AR3,Hot,_1111848,3,AR3_3,A. hyacinthus,7,AhyaPalms3,Palms3,Palms,AR3_3_7,314.78,NA,4.705
0,11/01/2022,AR3,Hot,_1111848,3,AR3_3,A. hyacinthus,8,AhyaArlington1,Arlington1,Arlington,AR3_3_8,243.151,NA,4.238
0,11/01/2022,AR3,Hot,_1111848,3,AR3_3,A. hyacinthus,9,AhyaMartin12,Martin12,Martin,AR3_3_9,217.659,NA,3.681
0,11/01/2022,AR3,Hot,_1111848,3,AR3_3,A. hyacinthus,10,AhyaDavies12,Davies12,Davies,AR3_3_10,334.045,NA,3.742
0,11/01/2022,AR3,Hot,_1111848,3,AR3_3,A. hyacinthus,11,AhyaDavies9,Davies9,Davies,AR3_3_11,224.923,NA,3.991
0,11/01/2022,AR3,Hot,_1111850,4,AR3_4,P. lutea,1,PlutWood13,Wood13,Wood,AR3_4_1,122.381,NA,2.95
0,11/01/2022,AR3,Hot,_1111850,4,AR3_4,P. lutea,2,PlutMartin14,Martin14,Martin,AR3_4_2,343.312,NA,4.857
0,11/01/2022,AR3,Hot,_1111850,4,AR3_4,P. lutea,3,PlutDavies7,Davies7,Davies,AR3_4_3,339.063,NA,5.148
0,11/01/2022,AR3,Hot,_1111850,4,AR3_4,P. lutea,4,PlutArlington16,Arlington16,Arlington,AR3_4_4,222.408,NA,4.826
0,11/01/2022,AR3,Hot,_1111850,4,AR3_4,P. lutea,6,PlutPalms23,Palms23,Palms,AR3_4_6,310.97,NA,4.01
0,11/01/2022,AR3,Hot,_1111850,4,AR3_4,P. lutea,7,PlutMartin36,Martin36,Martin,AR3_4_7,410.399,NA,5.347
0,11/01/2022,AR3,Hot,_1111850,4,AR3_4,P. lutea,8,PlutMartin18,Martin18,Martin,AR3_4_8,235.74,NA,4.597
0,11/01/2022,AR3,Hot,_1111850,4,AR3_4,P. lutea,9,PlutArlington12,Arlington12,Arlington,AR3_4_9,327.672,NA,4.575
0,11/01/2022,AR3,Hot,_1111850,4,AR3_4,P. lutea,10,PlutPalms17,Palms17,Palms,AR3_4_10,314.291,NA,4.104
0,11/01/2022,AR3,Hot,_1111850,4,AR3_4,P. lutea,11,PlutWood20,Wood20,Wood,AR3_4_11,93.678,NA,3.575
0,11/01/2022,AR3,Hot,_1111851,5,AR3_5,A. hyacinthus,1,AhyaMartin11,Martin11,Martin,AR3_5_1,228.83,70.201,4.38
0,11/01/2022,AR3,Hot,_1111851,5,AR3_5,A. hyacinthus,3,AhyaArlington9,Arlington9,Arlington,AR3_5_3,289.752,77.892,4.079
0,11/01/2022,AR3,Hot,_1111851,5,AR3_5,A. hyacinthus,4,AhyaPalms16,Palms16,Palms,AR3_5_4,206.658,79.264,4.025
0,11/01/2022,AR3,Hot,_1111851,5,AR3_5,A. hyacinthus,5,AhyaDavies16,Davies16,Davies,AR3_5_5,197.38,82.321,3.905
0,11/01/2022,AR3,Hot,_1111851,5,AR3_5,A. hyacinthus,6,AhyaWood7A,Wood7A,Wood,AR3_5_6,157.42,91.9,3.53
0,11/01/2022,AR3,Hot,_1111851,5,AR3_5,A. hyacinthus,7,AhyaArlington10,Arlington10,Arlington,AR3_5_7,136.323,95.419,3.392
0,11/01/2022,AR3,Hot,_1111851,5,AR3_5,A. hyacinthus,8,AhyaMartin17,Martin17,Martin,AR3_5_8,277.885,94.445,3.43
0,11/01/2022,AR3,Hot,_1111851,5,AR3_5,A. hyacinthus,9,AhyaDavies18,Davies18,Davies,AR3_5_9,315.72,104.388,3.041
0,11/01/2022,AR3,Hot,_1111851,5,AR3_5,A. hyacinthus,11,AhyaArlington8,Arlington8,Arlington,AR3_5_11,175.111,72.739,4.281
0,11/01/2022,AR3,Hot,_1111853,6,AR3_6,P. lutea,1,PlutWood4,Wood4,Wood,AR3_6_1,368.681,NA,5.364
0,11/01/2022,AR3,Hot,_1111853,6,AR3_6,P. lutea,3,PlutArlington19,Arlington19,Arlington,AR3_6_3,411.876,NA,4.049
0,11/01/2022,AR3,Hot,_1111853,6,AR3_6,P. lutea,4,PlutMartin32,Martin32,Martin,AR3_6_4,349.233,NA,4.515
0,11/01/2022,AR3,Hot,_1111853,6,AR3_6,P. lutea,5,PlutDavies1,Davies1,Davies,AR3_6_5,299.787,NA,3.187
0,11/01/2022,AR3,Hot,_1111853,6,AR3_6,P. lutea,7,PlutPalms1,Palms1,Palms,AR3_6_7,374.285,NA,3.912
0,11/01/2022,AR3,Hot,_1111853,6,AR3_6,P. lutea,8,PlutPalms20,Palms20,Palms,AR3_6_8,228.231,NA,3.686
0,11/01/2022,AR3,Hot,_1111853,6,AR3_6,P. lutea,9,PlutMartin4,Martin4,Martin,AR3_6_9,498.095,NA,5.034
0,11/01/2022,AR3,Hot,_1111853,6,AR3_6,P. lutea,10,PlutPalms4,Palms4,Palms,AR3_6_10,223.409,NA,4.312
0,11/01/2022,AR4,Hot,_1111854,1,AR4_1,A. hyacinthus,1,AhyaPalms10,Palms10,Palms,AR4_1_1,232.492,59.766,4.789
0,11/01/2022,AR4,Hot,_1111854,1,AR4_1,A. hyacinthus,3,AhyaArlington11,Arlington11,Arlington,AR4_1_3,218.208,74.046,4.226
0,11/01/2022,AR4,Hot,_1111854,1,AR4_1,A. hyacinthus,4,AhyaDavies12,Davies12,Davies,AR4_1_4,393.844,92.643,3.493
0,11/01/2022,AR4,Hot,_1111854,1,AR4_1,A. hyacinthus,5,AhyaArlington6,Arlington6,Arlington,AR4_1_5,196.952,80.054,3.989
0,11/01/2022,AR4,Hot,_1111854,1,AR4_1,A. hyacinthus,6,AhyaPalms3,Palms3,Palms,AR4_1_6,228.28,82.458,3.895
0,11/01/2022,AR4,Hot,_1111854,1,AR4_1,A. hyacinthus,7,AhyaWood8,Wood8,Wood,AR4_1_7,258.106,81.181,3.945
0,11/01/2022,AR4,Hot,_1111854,1,AR4_1,A. hyacinthus,8,AhyaArlington8,Arlington8,Arlington,AR4_1_8,361.234,86.247,3.745
0,11/01/2022,AR4,Hot,_1111854,1,AR4_1,A. hyacinthus,9,AhyaPalms4,Palms4,Palms,AR4_1_9,194.889,71.68,4.32
0,11/01/2022,AR4,Hot,_1111854,1,AR4_1,A. hyacinthus,10,AhyaMartin11,Martin11,Martin,AR4_1_10,120.159,87.458,3.697
0,11/01/2022,AR4,Hot,_1111856,2,AR4_2,P. lutea,1,PlutPalms17,Palms17,Palms,AR4_2_1,520.705,NA,4.195
0,11/01/2022,AR4,Hot,_1111856,2,AR4_2,P. lutea,2,PlutWood13,Wood13,Wood,AR4_2_2,193.485,NA,3.577
0,11/01/2022,AR4,Hot,_1111856,2,AR4_2,P. lutea,3,PlutPalms1,Palms1,Palms,AR4_2_3,287.847,NA,4.816
0,11/01/2022,AR4,Hot,_1111856,2,AR4_2,P. lutea,4,PlutArlington6,Arlington6,Arlington,AR4_2_4,295.429,NA,4.712
0,11/01/2022,AR4,Hot,_1111856,2,AR4_2,P. lutea,5,PlutDavies9,Davies9,Davies,AR4_2_5,268.081,NA,4.432
0,11/01/2022,AR4,Hot,_1111856,2,AR4_2,P. lutea,6,PlutDavies18,Davies18,Davies,AR4_2_6,427.589,NA,3.922
0,11/01/2022,AR4,Hot,_1111856,2,AR4_2,P. lutea,7,PlutArlington12,Arlington12,Arlington,AR4_2_7,291.851,NA,4.193
0,11/01/2022,AR4,Hot,_1111856,2,AR4_2,P. lutea,8,PlutWood14,Wood14,Wood,AR4_2_8,308.834,NA,4.903
0,11/01/2022,AR4,Hot,_1111856,2,AR4_2,P. lutea,9,PlutDavies10,Davies10,Davies,AR4_2_9,302.803,NA,4.311
0,11/01/2022,AR4,Hot,_1111856,2,AR4_2,P. lutea,10,PlutArlington9,Arlington9,Arlington,AR4_2_10,238.218,NA,3.645
0,11/01/2022,AR4,Hot,_1111856,2,AR4_2,P. lutea,11,PlutWood29,Wood29,Wood,AR4_2_11,361.979,NA,4.426
0,11/01/2022,AR4,Hot,_1111857,3,AR4_3,A. hyacinthus,1,AhyaPalms5,Palms5,Palms,AR4_3_1,234.873,57.99,4.864
0,11/01/2022,AR4,Hot,_1111857,3,AR4_3,A. hyacinthus,2,AhyaWood5A,Wood5A,Wood,AR4_3_2,205.279,64.686,4.602
0,11/01/2022,AR4,Hot,_1111857,3,AR4_3,A. hyacinthus,4,AhyaPalms6,Palms6,Palms,AR4_3_4,289.239,66.692,4.523
0,11/01/2022,AR4,Hot,_1111857,3,AR4_3,A. hyacinthus,5,AhyaDavies15,Davies15,Davies,AR4_3_5,251.159,72.643,4.29
0,11/01/2022,AR4,Hot,_1111857,3,AR4_3,A. hyacinthus,6,AhyaWood17,Wood17,Wood,AR4_3_6,185.098,83.274,3.873
0,11/01/2022,AR4,Hot,_1111857,3,AR4_3,A. hyacinthus,7,AhyaDavies18,Davies18,Davies,AR4_3_7,242.235,103.804,3.069
0,11/01/2022,AR4,Hot,_1111857,3,AR4_3,A. hyacinthus,8,AhyaMartin12,Martin12,Martin,AR4_3_8,251.977,77.899,4.084
0,11/01/2022,AR4,Hot,_1111857,3,AR4_3,A. hyacinthus,9,AhyaMartin13,Martin13,Martin,AR4_3_9,294.574,74.968,4.199
0,11/01/2022,AR4,Hot,_1111857,3,AR4_3,A. hyacinthus,10,AhyaDavies14,Davies14,Davies,AR4_3_10,366.862,92.823,3.499
0,11/01/2022,AR4,Hot,_1111857,3,AR4_3,A. hyacinthus,11,AhyaArlington9,Arlington9,Arlington,AR4_3_11,250.549,71.203,4.346
0,11/01/2022,AR4,Hot,_1111859,4,AR4_4,P. lutea,2,PlutPalms3,Palms3,Palms,AR4_4_2,260.365,NA,4.889
0,11/01/2022,AR4,Hot,_1111859,4,AR4_4,P. lutea,3,PlutArlington16,Arlington16,Arlington,AR4_4_3,449.638,NA,5.187
0,11/01/2022,AR4,Hot,_1111859,4,AR4_4,P. lutea,4,PlutDavies7,Davies7,Davies,AR4_4_4,226.779,NA,4.357
0,11/01/2022,AR4,Hot,_1111859,4,AR4_4,P. lutea,5,PlutMartin36,Martin36,Martin,AR4_4_5,468.842,NA,4.563
0,11/01/2022,AR4,Hot,_1111859,4,AR4_4,P. lutea,7,PlutWood4,Wood4,Wood,AR4_4_7,280.912,NA,4.743
0,11/01/2022,AR4,Hot,_1111859,4,AR4_4,P. lutea,8,PlutDavies3,Davies3,Davies,AR4_4_8,193.351,NA,3.125
0,11/01/2022,AR4,Hot,_1111859,4,AR4_4,P. lutea,9,PlutMartin4,Martin4,Martin,AR4_4_9,335.632,NA,5.427
0,11/01/2022,AR4,Hot,_1111859,4,AR4_4,P. lutea,11,PlutPalms4,Palms4,Palms,AR4_4_11,127.509,NA,4.485
0,11/01/2022,AR4,Hot,_1111860,5,AR4_5,A. hyacinthus,1,AhyaMartin3,Martin3,Martin,AR4_5_1,211.579,63.544,4.625
0,11/01/2022,AR4,Hot,_1111860,5,AR4_5,A. hyacinthus,3,AhyaWood7A,Wood7A,Wood,AR4_5_3,186.892,80.944,3.94
0,11/01/2022,AR4,Hot,_1111860,5,AR4_5,A. hyacinthus,4,AhyaDavies16,Davies16,Davies,AR4_5_4,376.983,81.808,3.906
0,11/01/2022,AR4,Hot,_1111860,5,AR4_5,A. hyacinthus,5,AhyaMartin17,Martin17,Martin,AR4_5_5,223.751,106.938,2.918
0,11/01/2022,AR4,Hot,_1111860,5,AR4_5,A. hyacinthus,6,AhyaPalms16,Palms16,Palms,AR4_5_6,215.009,82.936,3.862
0,11/01/2022,AR4,Hot,_1111860,5,AR4_5,A. hyacinthus,7,AhyaArlington1,Arlington1,Arlington,AR4_5_7,337.915,76.575,4.112
0,11/01/2022,AR4,Hot,_1111860,5,AR4_5,A. hyacinthus,8,AhyaArlington10,Arlington10,Arlington,AR4_5_8,269.827,85.727,3.752
0,11/01/2022,AR4,Hot,_1111860,5,AR4_5,A. hyacinthus,9,AhyaWood16,Wood16,Wood,AR4_5_9,173.817,71.758,4.302
0,11/01/2022,AR4,Hot,_1111860,5,AR4_5,A. hyacinthus,10,AhyaDavies9,Davies9,Davies,AR4_5_10,203.081,88.579,3.64
0,11/01/2022,AR4,Hot,_1111862,6,AR4_6,P. lutea,1,PlutMartin14,Martin14,Martin,AR4_6_1,367.924,NA,4.658
0,11/01/2022,AR4,Hot,_1111862,6,AR4_6,P. lutea,2,PlutMartin32,Martin32,Martin,AR4_6_2,351.516,NA,4.963
0,11/01/2022,AR4,Hot,_1111862,6,AR4_6,P. lutea,3,PlutArlington1,Arlington1,Arlington,AR4_6_3,266.152,NA,4.459
0,11/01/2022,AR4,Hot,_1111862,6,AR4_6,P. lutea,4,PlutMartin18,Martin18,Martin,AR4_6_4,229.721,NA,5.318
0,11/01/2022,AR4,Hot,_1111862,6,AR4_6,P. lutea,5,PlutPalms23,Palms23,Palms,AR4_6_5,94.313,NA,3.706
0,11/01/2022,AR4,Hot,_1111862,6,AR4_6,P. lutea,6,PlutMartin19,Martin19,Martin,AR4_6_6,344.789,NA,4.953
0,11/01/2022,AR4,Hot,_1111862,6,AR4_6,P. lutea,7,PlutWood20,Wood20,Wood,AR4_6_7,220.039,NA,3.391
0,11/01/2022,AR4,Hot,_1111862,6,AR4_6,P. lutea,8,PlutDavies1,Davies1,Davies,AR4_6_8,311.935,NA,4.239
0,11/01/2022,AR4,Hot,_1111862,6,AR4_6,P. lutea,9,PlutArlington19,Arlington19,Arlington,AR4_6_9,298.371,NA,3.882
0,11/01/2022,AR4,Hot,_1111862,6,AR4_6,P. lutea,11,PlutPalms20,Palms20,Palms,AR4_6_11,255.201,NA,3.814
0,11/01/2022,AR5,Hot,_1111890,1,AR5_1,A. hyacinthus,1,AhyaArlington11,Arlington11,Arlington,AR5_1_1,256.983,53.978,4.982
0,11/01/2022,AR5,Hot,_1111890,1,AR5_1,A. hyacinthus,2,AhyaWood7A,Wood7A,Wood,AR5_1_2,143.234,71.117,4.294
0,11/01/2022,AR5,Hot,_1111890,1,AR5_1,A. hyacinthus,4,AhyaArlington6,Arlington6,Arlington,AR5_1_4,152.158,76.288,4.087
0,11/01/2022,AR5,Hot,_1111890,1,AR5_1,A. hyacinthus,5,AhyaArlington10,Arlington10,Arlington,AR5_1_5,243.297,88.692,3.589
0,11/01/2022,AR5,Hot,_1111890,1,AR5_1,A. hyacinthus,6,AhyaPalms4,Palms4,Palms,AR5_1_6,178.48,73.802,4.187
0,11/01/2022,AR5,Hot,_1111890,1,AR5_1,A. hyacinthus,7,AhyaArlington9,Arlington9,Arlington,AR5_1_7,141.842,84.095,3.774
0,11/01/2022,AR5,Hot,_1111890,1,AR5_1,A. hyacinthus,8,AhyaWood5A,Wood5A,Wood,AR5_1_8,211.2,89.051,3.575
0,11/01/2022,AR5,Hot,_1111890,1,AR5_1,A. hyacinthus,9,AhyaPalms3,Palms3,Palms,AR5_1_9,335.95,59.002,4.78
0,11/01/2022,AR5,Hot,_1111890,1,AR5_1,A. hyacinthus,10,AhyaDavies12,Davies12,Davies,AR5_1_10,330.431,94.537,3.355
0,11/01/2022,AR5,Hot,_1111890,1,AR5_1,A. hyacinthus,11,AhyaPalms10,Palms10,Palms,AR5_1_11,177.699,56.053,4.899
0,11/01/2022,AR5,Hot,_1111892,2,AR5_2,P. lutea,1,PlutWood4,Wood4,Wood,AR5_2_1,439.187,NA,4.852
0,11/01/2022,AR5,Hot,_1111892,2,AR5_2,P. lutea,2,PlutMartin18,Martin18,Martin,AR5_2_2,398.593,NA,4.743
0,11/01/2022,AR5,Hot,_1111892,2,AR5_2,P. lutea,3,PlutPalms4,Palms4,Palms,AR5_2_3,331.628,NA,4.559
0,11/01/2022,AR5,Hot,_1111892,2,AR5_2,P. lutea,5,PlutMartin32,Martin32,Martin,AR5_2_5,344.276,NA,5.076
0,11/01/2022,AR5,Hot,_1111892,2,AR5_2,P. lutea,6,PlutDavies10,Davies10,Davies,AR5_2_6,153.22,NA,3.818
0,11/01/2022,AR5,Hot,_1111892,2,AR5_2,P. lutea,7,PlutArlington6,Arlington6,Arlington,AR5_2_7,242.601,NA,4.414
0,11/01/2022,AR5,Hot,_1111892,2,AR5_2,P. lutea,8,PlutDavies9,Davies9,Davies,AR5_2_8,195.109,NA,4.124
0,11/01/2022,AR5,Hot,_1111892,2,AR5_2,P. lutea,9,PlutPalms20,Palms20,Palms,AR5_2_9,164.855,NA,3.624
0,11/01/2022,AR5,Hot,_1111892,2,AR5_2,P. lutea,10,PlutDavies1,Davies1,Davies,AR5_2_10,276.517,NA,4.114
0,11/01/2022,AR5,Hot,_1111892,2,AR5_2,P. lutea,11,PlutWood29,Wood29,Wood,AR5_2_11,110.282,NA,3.9
0,11/01/2022,AR5,Hot,_1111893,3,AR5_3,A. hyacinthus,2,AhyaDavies14,Davies14,Davies,AR5_3_2,364.091,73.907,4.231
0,11/01/2022,AR5,Hot,_1111893,3,AR5_3,A. hyacinthus,3,AhyaMartin13,Martin13,Martin,AR5_3_3,302.18,77.145,4.098
0,11/01/2022,AR5,Hot,_1111893,3,AR5_3,A. hyacinthus,4,AhyaArlington1,Arlington1,Arlington,AR5_3_4,232.859,69.275,4.42
0,11/01/2022,AR5,Hot,_1111893,3,AR5_3,A. hyacinthus,5,AhyaDavies9,Davies9,Davies,AR5_3_5,311.801,90.622,3.547
0,11/01/2022,AR5,Hot,_1111893,3,AR5_3,A. hyacinthus,7,AhyaWood16,Wood16,Wood,AR5_3_7,255.542,94.073,3.406
0,11/01/2022,AR5,Hot,_1111893,3,AR5_3,A. hyacinthus,8,AhyaWood17,Wood17,Wood,AR5_3_8,221.919,73.594,4.243
0,11/01/2022,AR5,Hot,_1111893,3,AR5_3,A. hyacinthus,9,AhyaMartin11,Martin11,Martin,AR5_3_9,226.791,74.186,4.219
0,11/01/2022,AR5,Hot,_1111893,3,AR5_3,A. hyacinthus,10,AhyaMartin3,Martin3,Martin,AR5_3_10,288.86,77.678,4.076
0,11/01/2022,AR5,Hot,_1111893,3,AR5_3,A. hyacinthus,11,AhyaDavies18,Davies18,Davies,AR5_3_11,294.647,93.684,3.422
0,11/01/2022,AR5,Hot,_1111895,4,AR5_4,P. lutea,1,PlutMartin19,Martin19,Martin,AR5_4_1,426.112,NA,5.426
0,11/01/2022,AR5,Hot,_1111895,4,AR5_4,P. lutea,2,PlutWood20,Wood20,Wood,AR5_4_2,170.618,NA,4.432
0,11/01/2022,AR5,Hot,_1111895,4,AR5_4,P. lutea,3,PlutArlington16,Arlington16,Arlington,AR5_4_3,299.47,NA,4.794
0,11/01/2022,AR5,Hot,_1111895,4,AR5_4,P. lutea,4,PlutMartin36,Martin36,Martin,AR5_4_4,483.81,NA,5.127
0,11/01/2022,AR5,Hot,_1111895,4,AR5_4,P. lutea,5,PlutMartin4,Martin4,Martin,AR5_4_5,440.017,NA,4.716
0,11/01/2022,AR5,Hot,_1111895,4,AR5_4,P. lutea,6,PlutWood13,Wood13,Wood,AR5_4_6,215.327,NA,3.586
0,11/01/2022,AR5,Hot,_1111895,4,AR5_4,P. lutea,7,PlutArlington9,Arlington9,Arlington,AR5_4_7,349.648,NA,4.117
0,11/01/2022,AR5,Hot,_1111895,4,AR5_4,P. lutea,10,PlutDavies18,Davies18,Davies,AR5_4_10,279.301,NA,3.535
0,11/01/2022,AR5,Hot,_1111895,4,AR5_4,P. lutea,11,PlutArlington12,Arlington12,Arlington,AR5_4_11,340.296,NA,5.48
0,11/01/2022,AR5,Hot,_1111896,5,AR5_5,A. hyacinthus,2,AhyaMartin12,Martin12,Martin,AR5_5_2,348.647,69.106,4.347
0,11/01/2022,AR5,Hot,_1111896,5,AR5_5,A. hyacinthus,3,AhyaArlington8,Arlington8,Arlington,AR5_5_3,253.516,80.178,3.911
0,11/01/2022,AR5,Hot,_1111896,5,AR5_5,A. hyacinthus,4,AhyaPalms16,Palms16,Palms,AR5_5_4,197.831,72.863,4.199
0,11/01/2022,AR5,Hot,_1111896,5,AR5_5,A. hyacinthus,5,AhyaDavies16,Davies16,Davies,AR5_5_5,359.879,67.813,4.398
0,11/01/2022,AR5,Hot,_1111896,5,AR5_5,A. hyacinthus,6,AhyaWood8,Wood8,Wood,AR5_5_6,151.584,77.763,4.006
0,11/01/2022,AR5,Hot,_1111896,5,AR5_5,A. hyacinthus,7,AhyaPalms5,Palms5,Palms,AR5_5_7,243.7,97.513,3.229
0,11/01/2022,AR5,Hot,_1111896,5,AR5_5,A. hyacinthus,9,AhyaDavies15,Davies15,Davies,AR5_5_9,282.707,83.128,3.795
0,11/01/2022,AR5,Hot,_1111896,5,AR5_5,A. hyacinthus,11,AhyaMartin17,Martin17,Martin,AR5_5_11,454.815,83.937,3.763
0,11/01/2022,AR5,Hot,_1111898,6,AR5_6,P. lutea,1,PlutArlington19,Arlington19,Arlington,AR5_6_1,229.892,NA,4.522
0,11/01/2022,AR5,Hot,_1111898,6,AR5_6,P. lutea,2,PlutArlington1,Arlington1,Arlington,AR5_6_2,358.988,NA,4.884
0,11/01/2022,AR5,Hot,_1111898,6,AR5_6,P. lutea,4,PlutPalms3,Palms3,Palms,AR5_6_4,365.397,NA,5.01
0,11/01/2022,AR5,Hot,_1111898,6,AR5_6,P. lutea,5,PlutPalms1,Palms1,Palms,AR5_6_5,336.121,NA,4.855
0,11/01/2022,AR5,Hot,_1111898,6,AR5_6,P. lutea,6,PlutDavies7,Davies7,Davies,AR5_6_6,274.21,NA,3.329
0,11/01/2022,AR5,Hot,_1111898,6,AR5_6,P. lutea,7,PlutDavies3,Davies3,Davies,AR5_6_7,199.272,NA,3.179
0,11/01/2022,AR5,Hot,_1111898,6,AR5_6,P. lutea,8,PlutWood14,Wood14,Wood,AR5_6_8,154.71,NA,4.542
0,11/01/2022,AR5,Hot,_1111898,6,AR5_6,P. lutea,9,PlutPalms17,Palms17,Palms,AR5_6_9,227.035,NA,4.582
0,11/01/2022,AR5,Hot,_1111898,6,AR5_6,P. lutea,10,PlutPalms23,Palms23,Palms,AR5_6_10,325.987,NA,4.763
0,11/01/2022,AR5,Hot,_1111898,6,AR5_6,P. lutea,11,PlutMartin14,Martin14,Martin,AR5_6_11,280.351,NA,4.634
0,11/01/2022,AR6,Hot,_1111917,1,AR6_1,A. hyacinthus,2,AhyaWood8,Wood8,Wood,AR6_1_2,255.579,65.67,4.767
0,11/01/2022,AR6,Hot,_1111917,1,AR6_1,A. hyacinthus,3,AhyaArlington9,Arlington9,Arlington,AR6_1_3,182.607,75.429,4.351
0,11/01/2022,AR6,Hot,_1111917,1,AR6_1,A. hyacinthus,4,AhyaDavies9,Davies9,Davies,AR6_1_4,384.052,89.456,3.732
0,11/01/2022,AR6,Hot,_1111917,1,AR6_1,A. hyacinthus,5,AhyaArlington1,Arlington1,Arlington,AR6_1_5,357.852,67.978,4.669
0,11/01/2022,AR6,Hot,_1111917,1,AR6_1,A. hyacinthus,6,AhyaPalms4,Palms4,Palms,AR6_1_6,181.118,73.93,4.415
