No,Family,Cone,Cross,popcross,Mom,Dad,RegionCross2,RegionCross,Breed,StartPos,Rack,DevicePos,DeviceNo,PlugPosition,IndID,RecruitsStart,RecruitsEnd,RecruitsDead,SurvivalPerc,Notes,Survival
1674,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,1
1675,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,1
1676,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,1
1677,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,1
1678,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,1
1679,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,1
1680,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,1
1681,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,1
1682,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,1
1683,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,1
1684,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,0
1685,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,0
1686,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,0
1687,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,0
1688,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,0
1689,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,0
1690,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,0
1691,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,0
1692,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,0
1693,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,0
1694,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,0
1695,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,0
1696,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,0
1697,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,0
1698,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,A2,5,12,1,1,5.12.1,26,11,15,42.30769231,,0
1699,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B7,5,12,1,2,5.12.2,7,1,6,14.28571429,,1
1700,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B7,5,12,1,2,5.12.2,7,1,6,14.28571429,,0
1701,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B7,5,12,1,2,5.12.2,7,1,6,14.28571429,,0
1702,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B7,5,12,1,2,5.12.2,7,1,6,14.28571429,,0
1703,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B7,5,12,1,2,5.12.2,7,1,6,14.28571429,,0
1704,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B7,5,12,1,2,5.12.2,7,1,6,14.28571429,,0
1705,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B7,5,12,1,2,5.12.2,7,1,6,14.28571429,,0
1706,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A8,5,12,1,3,5.12.3,3,1,2,33.33333333,,1
1707,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A8,5,12,1,3,5.12.3,3,1,2,33.33333333,,0
1708,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,A8,5,12,1,3,5.12.3,3,1,2,33.33333333,,0
1709,HF62,C4,Davies17xArlington6,DAxAR,Davies17,Arlington6,CentralxCentral,CentralxCentral,CentralHybrid,B1,6,1,68,1,6.1.1,1,1,0,100,,1
1710,HF16,C87,Martin11xMartin13,MAxMA,Martin11,Martin13,NorthxNorth,NorthxNorth,NorthPure,J7,6,1,68,2,6.1.2,1,1,0,100,,1
1711,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1712,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1713,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1714,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1715,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1716,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1717,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1718,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1719,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1720,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1721,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1722,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1723,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1724,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1725,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1726,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1727,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1728,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1729,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1730,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1731,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1732,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1733,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1734,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,1
1735,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1736,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1737,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1738,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1739,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1740,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1741,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1742,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1743,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1744,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1745,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1746,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1747,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1748,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1749,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1750,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1751,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1752,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1753,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1754,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1755,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1756,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1757,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1758,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1759,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1760,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D14,6,1,68,3,6.1.3,50,24,26,48,,0
1761,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,J1,6,2,34,1,6.2.1,2,2,0,100,,1
1762,HF84,C63,Davies16xDavies18,DAxDA,Davies16,Davies18,CentralxCentral,CentralxCentral,CentralPure,J1,6,2,34,1,6.2.1,2,2,0,100,,1
1763,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,1
1764,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,1
1765,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,1
1766,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,1
1767,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,1
1768,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,1
1769,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,1
1770,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,1
1771,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,0
1772,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,0
1773,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,0
1774,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,0
1775,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,0
1776,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,0
1777,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,0
1778,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,0
1779,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,0
1780,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,0
1781,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,0
1782,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,0
1783,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,0
1784,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,0
1785,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,D13,6,2,34,2,6.2.2,23,8,15,34.7826087,,0
1786,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,B2,6,2,34,3,6.2.3,2,2,0,100,,1
1787,HF81,C87,Martin11xDavies16,MAxDA,Martin12,Davies16,NorthxCentral,Hybrid,Hybrid,B3,6,2,34,3,6.2.4,2,2,0,100,,1
1788,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,H15,6,3,25,1,6.3.1,4,1,3,25,,1
1789,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,H15,6,3,25,1,6.3.1,4,1,3,25,,0
1790,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,H15,6,3,25,1,6.3.1,4,1,3,25,,0
1791,HF2,C31,Wood4xMartin14,WDxMA,Wood4,Martin14,NorthxNorth,NorthxNorth,NorthHybrid,H15,6,3,25,1,6.3.1,4,1,3,25,,0
1792,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B10,6,3,25,2,6.3.2,5,1,4,20,,1
1793,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B10,6,3,25,2,6.3.2,5,1,4,20,,0
1794,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B10,6,3,25,2,6.3.2,5,1,4,20,,0
1795,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B10,6,3,25,2,6.3.2,5,1,4,20,,0
1796,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,B10,6,3,25,2,6.3.2,5,1,4,20,,0
1797,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D1,6,3,25,3,6.3.3,3,0,3,0,remove,NA
1798,HF72,C85,Martin11xDavies9,MAxDA,Martin11,Davies9,NorthxCentral,Hybrid,Hybrid,C1,6,4,23,1,6.4.1,4,1,3,25,,1
1799,HF73,C86,Martin11xDavies10,MAxDA,Martin12,Davies10,NorthxCentral,Hybrid,Hybrid,C2,6,4,23,1,6.4.2,4,1,3,25,,0
1800,HF74,C87,Martin11xDavies11,MAxDA,Martin13,Davies11,NorthxCentral,Hybrid,Hybrid,C3,6,4,23,1,6.4.3,4,1,3,25,,0
1801,HF75,C88,Martin11xDavies12,MAxDA,Martin14,Davies12,NorthxCentral,Hybrid,Hybrid,C4,6,4,23,1,6.4.4,4,1,3,25,,0
1802,HF76,C89,Martin11xDavies13,MAxDA,Martin15,Davies13,NorthxCentral,Hybrid,Hybrid,C5,6,4,23,1,6.4.5,4,1,3,25,,0
1803,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,1
1804,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,1
1805,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,1
1806,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,1
1807,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,1
1808,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,1
1809,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,0
1810,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,0
1811,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,0
1812,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,0
1813,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,0
1814,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,0
1815,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,0
1816,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,0
1817,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,0
1818,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,0
1819,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,0
1820,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,0
1821,Davies,Rm3Davies,DaviesBulk,DAxDA,Davies,Davies,CentralxCentral,CentralxCentral,CentralPure,B6,6,4,23,2,6.4.2,19,6,13,31.57894737,,0
1822,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D2,6,4,23,3,6.4.3,2,2,0,100,,1
1823,HF80,C86,Martin11xDavies15,MAxDA,Martin11,Davies15,NorthxCentral,Hybrid,Hybrid,D2,6,4,23,3,6.4.3,2,2,0,100,,1
1824,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1,22,9,13,40.90909091,,1
1825,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1,22,9,13,40.90909091,,1
1826,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1,22,9,13,40.90909091,,1
1827,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1,22,9,13,40.90909091,,1
1828,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1,22,9,13,40.90909091,,1
1829,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1,22,9,13,40.90909091,,1
1830,Martin,Rm3Martin,MartinBulk,MAxMA,Martin,Martin,NorthxNorth,NorthxNorth,NorthPure,F13,6,5,55,1,6.5.1,22,9,13,40.90909091,,1
